finn_id,title,url,location,city,dealer_name,is_dealer,region,price_cleaned,year_cleaned,mileage_cleaned,battery_capacity_cleaned,effect_cleaned,range_km_cleaned,months_to_eu_cleaned,owners_cleaned,has_condition_issue,has_warranty,trim_level,first_seen_date,last_seen_date,status,car_make,car_model
452555274,Nissan Leaf,https://www.finn.no/mobility/item/452555274,Hetlevik,Hetlevik,,0.0,Vestland,54532.0,2016.0,110682.0,30.0,109.0,250.0,0.4,4.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452055940,Nissan Leaf,https://www.finn.no/mobility/item/452055940,Hordvik,Hordvik,,0.0,Vestland,199505.0,2023.0,48000.0,39.0,150.0,270.0,20.9,1.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
359362990,Nissan Leaf,https://www.finn.no/mobility/item/359362990,Knarrevik,Knarrevik,,0.0,Vestland,120305.0,2018.0,107200.0,40.0,150.0,280.0,21.83333333333333,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452974816,Nissan Leaf,https://www.finn.no/mobility/item/452974816,Indre Arna ∙ Oddvar Bjelde & Co AS,Indre Arna,Oddvar Bjelde & Co AS,1.0,Vestland,198800.0,2021.0,50100.0,62.0,215.0,385.0,20.1,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452967122,Nissan Leaf,https://www.finn.no/mobility/item/452967122,Os,Os,,0.0,Vestland,12942.0,2014.0,125300.0,40.0,109.0,140.0,-1.9,3.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Solgt/Inaktiv,Nissan,Leaf
452939776,Nissan Leaf,https://www.finn.no/mobility/item/452939776,"Førde ∙ Frydenbø Bil, Førde ± Halbrendsøyra",Førde,"Frydenbø Bil, Førde ± Halbrendsøyra",1.0,Vestland,209000.0,2023.0,32300.0,39.0,149.0,278.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452854888,Nissan Leaf,https://www.finn.no/mobility/item/452854888,Isdalstø ∙ Vest Motor AS,Isdalstø,Vest Motor AS,1.0,Vestland,145000.0,2019.0,72220.0,40.0,150.0,270.0,12.0,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452790047,Nissan Leaf,https://www.finn.no/mobility/item/452790047,Førde ∙ BRUKTBILSENTER AS,Førde,BRUKTBILSENTER AS,1.0,Vestland,59900.0,2016.0,73319.0,24.0,109.0,140.0,8.166666666666666,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452779673,Nissan Leaf,https://www.finn.no/mobility/item/452779673,"Førde ∙ Frydenbø Bil, Førde ± Halbrendsøyra",Førde,"Frydenbø Bil, Førde ± Halbrendsøyra",1.0,Vestland,139000.0,2019.0,83300.0,39.0,149.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452775207,Nissan Leaf,https://www.finn.no/mobility/item/452775207,Nesttun ∙ Autonett Bergen AS,Nesttun,Autonett Bergen AS,1.0,Vestland,239900.0,2023.0,30000.0,62.0,218.0,396.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452774661,Nissan Leaf,https://www.finn.no/mobility/item/452774661,Ulset ∙ Car4Sale AS,Ulset,Car4Sale AS,1.0,Vestland,114900.0,2018.0,71000.0,40.0,150.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452683165,Nissan Leaf,https://www.finn.no/mobility/item/452683165,Blomsterdalen ∙ Automegler1,Blomsterdalen,Automegler1,1.0,Vestland,189000.0,2021.0,66900.0,62.0,215.0,385.0,10.433333333333334,1.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452710441,Nissan Leaf,https://www.finn.no/mobility/item/452710441,Blomsterdalen ∙ Bergen Bilformidling AS,Blomsterdalen,Bergen Bilformidling AS,1.0,Vestland,119000.0,2019.0,100500.0,40.0,150.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452704707,Nissan Leaf,https://www.finn.no/mobility/item/452704707,Indre Arna ∙ MULTICYDE AS,Indre Arna,MULTICYDE AS,1.0,Vestland,44932.0,2015.0,160674.0,24.0,109.0,110.0,12.333333333333334,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452685103,Nissan Leaf,https://www.finn.no/mobility/item/452685103,Nyborg ∙ Kverneland Bil AS | Ford Åsane,Nyborg,Kverneland Bil AS | Ford Åsane,1.0,Vestland,149000.0,2019.0,54000.0,39.0,149.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
447207988,Nissan Leaf,https://www.finn.no/mobility/item/447207988,Stord,Stord,,0.0,Rogaland,129532.0,2020.0,106855.0,40.0,150.0,270.0,21.066666666666663,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452668612,Nissan Leaf,https://www.finn.no/mobility/item/452668612,Rubbestadneset,Rubbestadneset,,0.0,Rogaland,133532.0,2020.0,91000.0,40.0,150.0,270.0,7.933333333333334,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452558587,Nissan Leaf,https://www.finn.no/mobility/item/452558587,Godvik ∙ Mobile Drotningsvik,Godvik,Mobile Drotningsvik,1.0,Vestland,178900.0,2019.0,34100.0,40.0,150.0,270.0,17.133333333333333,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452535383,Nissan Leaf,https://www.finn.no/mobility/item/452535383,Hauglandshella,Hauglandshella,,0.0,Vestland,98532.0,2018.0,155293.0,40.0,150.0,270.0,9.033333333333331,3.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452549867,Nissan Leaf,https://www.finn.no/mobility/item/452549867,Førde ∙ Opus AS,Førde,Opus AS,1.0,Vestland,69000.0,2016.0,128195.0,30.0,109.0,250.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452500858,Nissan Leaf,https://www.finn.no/mobility/item/452500858,Blomsterdalen ∙ Bergen Bilcenter AS,Blomsterdalen,Bergen Bilcenter AS,1.0,Vestland,125000.0,2019.0,93000.0,40.0,150.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452500781,Nissan Leaf,https://www.finn.no/mobility/item/452500781,Blomsterdalen ∙ Bergen Bilcenter AS,Blomsterdalen,Bergen Bilcenter AS,1.0,Vestland,125000.0,2018.0,75000.0,40.0,150.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452500876,Nissan Leaf,https://www.finn.no/mobility/item/452500876,Blomsterdalen ∙ Bergen Bilcenter AS,Blomsterdalen,Bergen Bilcenter AS,1.0,Vestland,185000.0,2021.0,80000.0,40.0,218.0,385.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452463363,Nissan Leaf,https://www.finn.no/mobility/item/452463363,Bremnes ∙ Digicarsale AS,Bremnes,Digicarsale AS,1.0,Rogaland,105000.0,2019.0,100500.0,40.0,150.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
438114627,Nissan Leaf,https://www.finn.no/mobility/item/438114627,Fana,Fana,,0.0,Vestland,149434.0,2021.0,55000.0,40.0,150.0,270.0,18.433333333333334,1.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452349294,Nissan Leaf,https://www.finn.no/mobility/item/452349294,Kokstad ∙ Møller Bil Bruktbilsenter Bergen,Kokstad,Møller Bil Bruktbilsenter Bergen,1.0,Vestland,179900.0,2021.0,17600.0,40.0,150.0,270.0,16.966666666666665,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452301149,Nissan Leaf,https://www.finn.no/mobility/item/452301149,Bergen ∙ Vestland Bil & Import AS,Bergen,Vestland Bil & Import AS,1.0,Vestland,144532.0,2022.0,91451.0,39.0,150.0,270.0,0.8,1.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452229498,Nissan Leaf,https://www.finn.no/mobility/item/452229498,Brattholmen,Brattholmen,,0.0,Vestland,24942.0,2012.0,187477.0,40.0,109.0,270.0,0.9,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
446084186,Nissan Leaf,https://www.finn.no/mobility/item/446084186,Bønes,Bønes,,0.0,Vestland,113434.0,2018.0,119000.0,40.0,150.0,270.0,20.666666666666668,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
431822999,Nissan Leaf,https://www.finn.no/mobility/item/431822999,Os,Os,,0.0,Vestland,129890.0,2019.0,95000.0,40.0,150.0,270.0,12.4,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
432551869,Nissan Leaf,https://www.finn.no/mobility/item/432551869,Rådal,Rådal,,0.0,Vestland,34900.0,2012.0,107620.0,24.0,109.0,90.0,20.8,6.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451945542,Nissan Leaf,https://www.finn.no/mobility/item/451945542,Kokstad ∙ Møller Bil Bruktbilsenter Bergen,Kokstad,Møller Bil Bruktbilsenter Bergen,1.0,Vestland,174900.0,2022.0,50300.0,39.0,150.0,278.0,5.733333333333333,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451920189,Nissan Leaf,https://www.finn.no/mobility/item/451920189,Vik i Sogn,Vik i Sogn,,0.0,Vestland,144532.0,2020.0,22750.0,40.0,150.0,270.0,19.9,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451617666,Nissan Leaf,https://www.finn.no/mobility/item/451617666,Nyborg ∙ Kverneland Bil AS | Ford Åsane,Nyborg,Kverneland Bil AS | Ford Åsane,1.0,Vestland,109000.0,2018.0,104200.0,39.0,149.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451611149,Nissan Leaf,https://www.finn.no/mobility/item/451611149,Fyllingsdalen ∙ AutoSwap AS,Fyllingsdalen,AutoSwap AS,1.0,Vestland,219800.0,2024.0,26900.0,40.0,150.0,278.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451438230,Nissan Leaf,https://www.finn.no/mobility/item/451438230,Nesttun,Nesttun,,0.0,Vestland,159532.0,2020.0,58589.0,40.0,150.0,270.0,24.166666666666668,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451418086,Nissan Leaf,https://www.finn.no/mobility/item/451418086,Espeland,Espeland,,0.0,Vestland,89532.0,2018.0,156544.0,40.0,150.0,270.0,16.633333333333333,8.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451342778,Nissan Leaf,https://www.finn.no/mobility/item/451342778,Nesttun ∙ 7 Fjell Bil Vest AS,Nesttun,7 Fjell Bil Vest AS,1.0,Vestland,229000.0,2022.0,26700.0,62.0,218.0,395.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451307221,Nissan Leaf,https://www.finn.no/mobility/item/451307221,Rådal ∙ BILHUB AS,Rådal,BILHUB AS,1.0,Vestland,179000.0,2021.0,84961.0,62.0,218.0,385.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
442523970,Nissan Leaf,https://www.finn.no/mobility/item/442523970,Bønes,Bønes,,0.0,Vestland,123434.0,2018.0,42011.0,40.0,150.0,270.0,23.266666666666666,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
442718961,Nissan Leaf,https://www.finn.no/mobility/item/442718961,Øvre Ervik,Øvre Ervik,,0.0,Vestland,39900.0,2012.0,125219.0,24.0,109.0,270.0,8.266666666666667,7.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450917952,Nissan Leaf,https://www.finn.no/mobility/item/450917952,Nyborg ∙ Kverneland Bil AS | Ford Åsane,Nyborg,Kverneland Bil AS | Ford Åsane,1.0,Vestland,189000.0,2022.0,43900.0,39.0,149.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450822972,Nissan Leaf,https://www.finn.no/mobility/item/450822972,Knarrevik,Knarrevik,,0.0,Vestland,199532.0,2020.0,84573.0,62.0,215.0,385.0,7.466666666666667,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450789584,Nissan Leaf,https://www.finn.no/mobility/item/450789584,Nesttun ∙ Autonett Bergen AS,Nesttun,Autonett Bergen AS,1.0,Vestland,219900.0,2023.0,19000.0,40.0,150.0,278.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
448353301,Nissan Leaf,https://www.finn.no/mobility/item/448353301,Kleppestø,Kleppestø,,0.0,Vestland,133532.0,2018.0,86500.0,40.0,150.0,270.0,22.866666666666667,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452832605,Nissan Leaf,https://www.finn.no/mobility/item/452832605,Revetal ∙ Auksjonen.No AS,Revetal,Auksjonen.No AS,1.0,Vestfold/Telemark,29432.0,2016.0,182000.0,40.0,109.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Solgt/Inaktiv,Nissan,Leaf
452510185,Nissan Leaf,https://www.finn.no/mobility/item/452510185,Sem ∙ Auksjonen.No AS,Sem,Auksjonen.No AS,1.0,Vestfold/Telemark,99532.0,2018.0,95817.0,40.0,150.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452422651,Nissan Leaf,https://www.finn.no/mobility/item/452422651,Revetal ∙ Auksjonen.No AS,Revetal,Auksjonen.No AS,1.0,Vestfold/Telemark,109432.0,2020.0,164000.0,40.0,215.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Solgt/Inaktiv,Nissan,Leaf
452421604,Nissan Leaf,https://www.finn.no/mobility/item/452421604,Revetal ∙ Auksjonen.No AS,Revetal,Auksjonen.No AS,1.0,Vestfold/Telemark,89432.0,2018.0,173000.0,40.0,150.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Solgt/Inaktiv,Nissan,Leaf
442895361,Nissan Leaf,https://www.finn.no/mobility/item/442895361,Oslo ∙ Birger N. Haug AS avd. Oslo,Oslo,Birger N. Haug AS avd. Oslo,1.0,Oslo/Akershus,189900.0,2020.0,61058.0,62.0,215.0,385.0,9.5,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
453028925,Nissan Leaf,https://www.finn.no/mobility/item/453028925,Oslo,Oslo,,0.0,Oslo/Akershus,129532.0,2020.0,65200.0,40.0,150.0,270.0,12.366666666666667,3.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
453003833,Nissan Leaf,https://www.finn.no/mobility/item/453003833,Oslo ∙ AVP BIL AS,Oslo,AVP BIL AS,1.0,Oslo/Akershus,69900.0,2018.0,195700.0,40.0,150.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452978243,Nissan Leaf,https://www.finn.no/mobility/item/452978243,Oslo ∙ Rebil Salgshjelp,Oslo,Rebil Salgshjelp,1.0,Oslo/Akershus,72532.0,2017.0,88500.0,40.0,109.0,250.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452900621,Nissan Leaf,https://www.finn.no/mobility/item/452900621,Oslo,Oslo,,0.0,Oslo/Akershus,84532.0,2018.0,236100.0,40.0,150.0,245.0,7.2,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452709391,Nissan Leaf,https://www.finn.no/mobility/item/452709391,Sandefjord,Sandefjord,,0.0,Vestfold/Telemark,69000.0,2016.0,112000.0,30.0,109.0,270.0,20.966666666666665,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452694845,Nissan Leaf,https://www.finn.no/mobility/item/452694845,Oslo ∙ Mobile Skøyen AS,Oslo,Mobile Skøyen AS,1.0,Oslo/Akershus,169800.0,2022.0,37066.0,40.0,150.0,285.0,9.266666666666667,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451432023,Nissan Leaf,https://www.finn.no/mobility/item/451432023,Sandefjord ∙ GreenDrive,Sandefjord,GreenDrive,1.0,Vestfold/Telemark,84432.0,2017.0,54300.0,30.0,109.0,250.0,11.1,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452602505,Nissan Leaf,https://www.finn.no/mobility/item/452602505,Sem ∙ Bil og Del AS,Sem,Bil og Del AS,1.0,Vestfold/Telemark,19942.0,2012.0,127300.0,40.0,109.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452491288,Nissan Leaf,https://www.finn.no/mobility/item/452491288,Oslo,Oslo,,0.0,Oslo/Akershus,139982.0,2019.0,44817.0,40.0,150.0,270.0,19.166666666666668,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452442144,Nissan Leaf,https://www.finn.no/mobility/item/452442144,Larvik ∙ All-Star Company AS,Larvik,All-Star Company AS,1.0,Vestfold/Telemark,128800.0,2020.0,132200.0,40.0,150.0,270.0,12.0,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452378889,Nissan Leaf,https://www.finn.no/mobility/item/452378889,Oslo ∙ Rebil,Oslo,Rebil,1.0,Oslo/Akershus,189000.0,2022.0,28500.0,40.0,150.0,270.0,12.0,1.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452369425,Nissan Leaf,https://www.finn.no/mobility/item/452369425,Oslo ∙ Birger N. Haug AS avd. Oslo,Oslo,Birger N. Haug AS avd. Oslo,1.0,Oslo/Akershus,229900.0,2021.0,25943.0,62.0,215.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
445913769,Nissan Leaf,https://www.finn.no/mobility/item/445913769,Oslo ∙ Birger N. Haug AS avd. Oslo,Oslo,Birger N. Haug AS avd. Oslo,1.0,Oslo/Akershus,227900.0,2022.0,35929.0,59.0,218.0,395.0,10.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
378301609,Nissan Leaf,https://www.finn.no/mobility/item/378301609,Sandefjord,Sandefjord,,0.0,Vestfold/Telemark,230129.0,2021.0,65843.0,62.0,215.0,385.0,15.866666666666667,6.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452253479,Nissan Leaf,https://www.finn.no/mobility/item/452253479,Oslo,Oslo,,0.0,Oslo/Akershus,64499.0,2016.0,89300.0,40.0,109.0,199.0,2.6333333333333333,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452235757,Nissan Leaf,https://www.finn.no/mobility/item/452235757,Sandefjord ∙ BREILI AUTOSALG AS,Sandefjord,BREILI AUTOSALG AS,1.0,Vestfold/Telemark,49000.0,2015.0,99852.0,24.0,109.0,120.0,16.133333333333333,3.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
452054395,Nissan Leaf,https://www.finn.no/mobility/item/452054395,Sem ∙ Mobile Jarlsberg AS,Sem,Mobile Jarlsberg AS,1.0,Vestfold/Telemark,130000.0,2019.0,100800.0,40.0,150.0,270.0,12.5,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451953016,Nissan Leaf,https://www.finn.no/mobility/item/451953016,Larvik ∙ Mobile Larvik AS,Larvik,Mobile Larvik AS,1.0,Vestfold/Telemark,189000.0,2022.0,50909.0,39.0,150.0,270.0,0.7,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451861015,Nissan Leaf,https://www.finn.no/mobility/item/451861015,Oslo,Oslo,,0.0,Oslo/Akershus,38000.0,2013.0,83000.0,24.0,109.0,150.0,8.266666666666667,14.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451807368,Nissan Leaf,https://www.finn.no/mobility/item/451807368,Sem ∙ Mobile Auto Vestfold AS,Sem,Mobile Auto Vestfold AS,1.0,Vestfold/Telemark,164500.0,2022.0,17350.0,39.0,150.0,285.0,8.3,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451774836,Nissan Leaf,https://www.finn.no/mobility/item/451774836,Sandefjord ∙ SENTRUM AUTO AS,Sandefjord,SENTRUM AUTO AS,1.0,Vestfold/Telemark,155000.0,2020.0,77100.0,39.0,149.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451717766,Nissan Leaf,https://www.finn.no/mobility/item/451717766,Oslo,Oslo,,0.0,Oslo/Akershus,119532.0,2018.0,104580.0,40.0,150.0,270.0,8.033333333333333,3.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451633192,Nissan Leaf,https://www.finn.no/mobility/item/451633192,Oslo ∙ CARHOUSE AS,Oslo,CARHOUSE AS,1.0,Oslo/Akershus,89000.0,2018.0,145000.0,40.0,150.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451615478,Nissan Leaf,https://www.finn.no/mobility/item/451615478,Oslo ∙ Stor-Oslo Outlet,Oslo,Stor-Oslo Outlet,1.0,Oslo/Akershus,219000.0,2024.0,37000.0,39.0,150.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
449332859,Nissan Leaf,https://www.finn.no/mobility/item/449332859,Tolvsrød,Tolvsrød,,0.0,Vestfold/Telemark,30442.0,2012.0,99613.0,40.0,109.0,270.0,15.966666666666669,3.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451605722,Nissan Leaf,https://www.finn.no/mobility/item/451605722,Oslo,Oslo,,0.0,Oslo/Akershus,239532.0,2022.0,39250.0,62.0,215.0,385.0,7.866666666666666,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451528522,Nissan Leaf,https://www.finn.no/mobility/item/451528522,Oslo,Oslo,,0.0,Oslo/Akershus,16942.0,2012.0,134000.0,40.0,109.0,270.0,1.1666666666666667,4.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451546128,Nissan Leaf,https://www.finn.no/mobility/item/451546128,Oslo,Oslo,,0.0,Oslo/Akershus,84532.0,2018.0,153500.0,40.0,150.0,270.0,7.0,3.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451505032,Nissan Leaf,https://www.finn.no/mobility/item/451505032,Larvik ∙ Mobile Larvik AS,Larvik,Mobile Larvik AS,1.0,Vestfold/Telemark,179000.0,2022.0,10000.0,39.0,150.0,285.0,10.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451376591,Nissan Leaf,https://www.finn.no/mobility/item/451376591,Oslo,Oslo,,0.0,Oslo/Akershus,19942.0,2013.0,110066.0,40.0,109.0,270.0,-0.5,3.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
451333967,Nissan Leaf,https://www.finn.no/mobility/item/451333967,Larvik ∙ Mobile Larvik AS,Larvik,Mobile Larvik AS,1.0,Vestfold/Telemark,119000.0,2018.0,116945.0,40.0,150.0,270.0,17.866666666666667,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450878359,Nissan Leaf,https://www.finn.no/mobility/item/450878359,Oslo ∙ Oslo Varebil Spesialisten AS,Oslo,Oslo Varebil Spesialisten AS,1.0,Oslo/Akershus,139500.0,2022.0,58000.0,40.0,150.0,270.0,12.0,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450818043,Nissan Leaf,https://www.finn.no/mobility/item/450818043,Oslo,Oslo,,0.0,Oslo/Akershus,124532.0,2019.0,140000.0,40.0,150.0,270.0,12.866666666666667,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450755482,Nissan Leaf,https://www.finn.no/mobility/item/450755482,Sem,Sem,,0.0,Vestfold/Telemark,134532.0,2020.0,153948.0,62.0,150.0,385.0,8.9,2.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450680179,Nissan Leaf,https://www.finn.no/mobility/item/450680179,Stokke ∙ Tintline Autocenter AS,Stokke,Tintline Autocenter AS,1.0,Vestfold/Telemark,149000.0,2021.0,95045.0,40.0,150.0,270.0,12.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
438586342,Nissan Leaf,https://www.finn.no/mobility/item/438586342,Melsomvik,Melsomvik,,0.0,Vestfold/Telemark,169434.0,2021.0,27500.0,40.0,150.0,270.0,21.666666666666668,1.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450448978,Nissan Leaf,https://www.finn.no/mobility/item/450448978,Larvik ∙ Mobile Larvik AS,Larvik,Mobile Larvik AS,1.0,Vestfold/Telemark,179000.0,2022.0,16000.0,39.0,150.0,285.0,10.0,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
450427542,Nissan Leaf,https://www.finn.no/mobility/item/450427542,Tønsberg ∙ Møller Bil Tønsberg,Tønsberg,Møller Bil Tønsberg,1.0,Vestfold/Telemark,239000.0,2023.0,25765.0,59.0,218.0,395.0,13.733333333333333,2.0,0.0,1.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
447924621,Nissan Leaf,https://www.finn.no/mobility/item/447924621,Oslo,Oslo,,0.0,Oslo/Akershus,30242.0,2013.0,113015.0,24.0,109.0,136.0,11.1,1.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
446552805,Nissan Leaf,https://www.finn.no/mobility/item/446552805,Oslo,Oslo,,0.0,Oslo/Akershus,28942.0,2012.0,86000.0,40.0,109.0,270.0,17.833333333333332,8.0,0.0,0.0,Ukjent,2026-03-03,2026-03-03,Aktiv,Nissan,Leaf
