finn_id,title,url,location,city,dealer_name,is_dealer,region,price_cleaned,year_cleaned,mileage_cleaned,battery_capacity_cleaned,effect_cleaned,range_km_cleaned,months_to_eu_cleaned,owners_cleaned,has_condition_issue,has_warranty,trim_level,first_seen_date
451342778,Nissan Leaf,https://www.finn.no/mobility/item/451342778,Nesttun ∙ 7 Fjell Bil Vest AS,Nesttun,7 Fjell Bil Vest AS,1,Vestland,229000.0,2022,26700.0,62.0,218.0,395.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
451307221,Nissan Leaf,https://www.finn.no/mobility/item/451307221,Rådal ∙ BILHUB AS,Rådal,BILHUB AS,1,Vestland,179000.0,2021,84961.0,62.0,218.0,385.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
442523970,Nissan Leaf,https://www.finn.no/mobility/item/442523970,Bønes,Bønes,,0,Vestland,123434.0,2018,42011.0,40.0,150.0,270.0,23.266666666666666,1.0,0,0.0,Ukjent,2026-03-03
442718961,Nissan Leaf,https://www.finn.no/mobility/item/442718961,Øvre Ervik,Øvre Ervik,,0,Vestland,39900.0,2012,125219.0,24.0,109.0,270.0,8.266666666666667,7.0,0,0.0,Ukjent,2026-03-03
450917952,Nissan Leaf,https://www.finn.no/mobility/item/450917952,Nyborg ∙ Kverneland Bil AS | Ford Åsane,Nyborg,Kverneland Bil AS | Ford Åsane,1,Vestland,189000.0,2022,43900.0,39.0,149.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
450822972,Nissan Leaf,https://www.finn.no/mobility/item/450822972,Knarrevik,Knarrevik,,0,Vestland,199532.0,2020,84573.0,62.0,215.0,385.0,7.466666666666667,2.0,0,0.0,Ukjent,2026-03-03
450789584,Nissan Leaf,https://www.finn.no/mobility/item/450789584,Nesttun ∙ Autonett Bergen AS,Nesttun,Autonett Bergen AS,1,Vestland,219900.0,2023,19000.0,40.0,150.0,278.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
448353301,Nissan Leaf,https://www.finn.no/mobility/item/448353301,Kleppestø,Kleppestø,,0,Vestland,133532.0,2018,86500.0,40.0,150.0,270.0,22.866666666666667,2.0,0,0.0,Ukjent,2026-03-03
452832605,Nissan Leaf,https://www.finn.no/mobility/item/452832605,Revetal ∙ Auksjonen.No AS,Revetal,Auksjonen.No AS,1,Vestfold/Telemark,29432.0,2016,182000.0,40.0,109.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
452510185,Nissan Leaf,https://www.finn.no/mobility/item/452510185,Sem ∙ Auksjonen.No AS,Sem,Auksjonen.No AS,1,Vestfold/Telemark,99532.0,2018,95817.0,40.0,150.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
452422651,Nissan Leaf,https://www.finn.no/mobility/item/452422651,Revetal ∙ Auksjonen.No AS,Revetal,Auksjonen.No AS,1,Vestfold/Telemark,109432.0,2020,164000.0,40.0,215.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
452421604,Nissan Leaf,https://www.finn.no/mobility/item/452421604,Revetal ∙ Auksjonen.No AS,Revetal,Auksjonen.No AS,1,Vestfold/Telemark,89432.0,2018,173000.0,40.0,150.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
442895361,Nissan Leaf,https://www.finn.no/mobility/item/442895361,Oslo ∙ Birger N. Haug AS avd. Oslo,Oslo,Birger N. Haug AS avd. Oslo,1,Oslo/Akershus,189900.0,2020,61058.0,62.0,215.0,385.0,9.5,2.0,0,1.0,Ukjent,2026-03-03
453028925,Nissan Leaf,https://www.finn.no/mobility/item/453028925,Oslo,Oslo,,0,Oslo/Akershus,129532.0,2020,65200.0,40.0,150.0,270.0,12.366666666666667,3.0,0,0.0,Ukjent,2026-03-03
453003833,Nissan Leaf,https://www.finn.no/mobility/item/453003833,Oslo ∙ AVP BIL AS,Oslo,AVP BIL AS,1,Oslo/Akershus,69900.0,2018,195700.0,40.0,150.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
452978243,Nissan Leaf,https://www.finn.no/mobility/item/452978243,Oslo ∙ Rebil Salgshjelp,Oslo,Rebil Salgshjelp,1,Oslo/Akershus,72532.0,2017,88500.0,40.0,109.0,250.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
452900621,Nissan Leaf,https://www.finn.no/mobility/item/452900621,Oslo,Oslo,,0,Oslo/Akershus,84532.0,2018,236100.0,40.0,150.0,245.0,7.2,1.0,0,0.0,Ukjent,2026-03-03
452709391,Nissan Leaf,https://www.finn.no/mobility/item/452709391,Sandefjord,Sandefjord,,0,Vestfold/Telemark,69000.0,2016,112000.0,30.0,109.0,270.0,20.966666666666665,2.0,0,0.0,Ukjent,2026-03-03
452694845,Nissan Leaf,https://www.finn.no/mobility/item/452694845,Oslo ∙ Mobile Skøyen AS,Oslo,Mobile Skøyen AS,1,Oslo/Akershus,169800.0,2022,37066.0,40.0,150.0,285.0,9.266666666666667,2.0,0,1.0,Ukjent,2026-03-03
451432023,Nissan Leaf,https://www.finn.no/mobility/item/451432023,Sandefjord ∙ GreenDrive,Sandefjord,GreenDrive,1,Vestfold/Telemark,84432.0,2017,54300.0,30.0,109.0,250.0,11.1,2.0,0,0.0,Ukjent,2026-03-03
452602505,Nissan Leaf,https://www.finn.no/mobility/item/452602505,Sem ∙ Bil og Del AS,Sem,Bil og Del AS,1,Vestfold/Telemark,19942.0,2012,127300.0,40.0,109.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
452491288,Nissan Leaf,https://www.finn.no/mobility/item/452491288,Oslo,Oslo,,0,Oslo/Akershus,139982.0,2019,44817.0,40.0,150.0,270.0,19.166666666666668,1.0,0,0.0,Ukjent,2026-03-03
452442144,Nissan Leaf,https://www.finn.no/mobility/item/452442144,Larvik ∙ All-Star Company AS,Larvik,All-Star Company AS,1,Vestfold/Telemark,128800.0,2020,132200.0,40.0,150.0,270.0,12.0,1.0,0,0.0,Ukjent,2026-03-03
452378889,Nissan Leaf,https://www.finn.no/mobility/item/452378889,Oslo ∙ Rebil,Oslo,Rebil,1,Oslo/Akershus,189000.0,2022,28500.0,40.0,150.0,270.0,12.0,1.0,0,1.0,Ukjent,2026-03-03
452369425,Nissan Leaf,https://www.finn.no/mobility/item/452369425,Oslo ∙ Birger N. Haug AS avd. Oslo,Oslo,Birger N. Haug AS avd. Oslo,1,Oslo/Akershus,229900.0,2021,25943.0,62.0,215.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
445913769,Nissan Leaf,https://www.finn.no/mobility/item/445913769,Oslo ∙ Birger N. Haug AS avd. Oslo,Oslo,Birger N. Haug AS avd. Oslo,1,Oslo/Akershus,227900.0,2022,35929.0,59.0,218.0,395.0,10.0,2.0,0,1.0,Ukjent,2026-03-03
378301609,Nissan Leaf,https://www.finn.no/mobility/item/378301609,Sandefjord,Sandefjord,,0,Vestfold/Telemark,230129.0,2021,65843.0,62.0,215.0,385.0,15.866666666666667,6.0,0,1.0,Ukjent,2026-03-03
452253479,Nissan Leaf,https://www.finn.no/mobility/item/452253479,Oslo,Oslo,,0,Oslo/Akershus,64499.0,2016,89300.0,40.0,109.0,199.0,2.6333333333333333,2.0,0,0.0,Ukjent,2026-03-03
452235757,Nissan Leaf,https://www.finn.no/mobility/item/452235757,Sandefjord ∙ BREILI AUTOSALG AS,Sandefjord,BREILI AUTOSALG AS,1,Vestfold/Telemark,49000.0,2015,99852.0,24.0,109.0,120.0,16.133333333333333,3.0,0,1.0,Ukjent,2026-03-03
452054395,Nissan Leaf,https://www.finn.no/mobility/item/452054395,Sem ∙ Mobile Jarlsberg AS,Sem,Mobile Jarlsberg AS,1,Vestfold/Telemark,130000.0,2019,100800.0,40.0,150.0,270.0,12.5,2.0,0,1.0,Ukjent,2026-03-03
451953016,Nissan Leaf,https://www.finn.no/mobility/item/451953016,Larvik ∙ Mobile Larvik AS,Larvik,Mobile Larvik AS,1,Vestfold/Telemark,189000.0,2022,50909.0,39.0,150.0,270.0,0.7,2.0,0,1.0,Ukjent,2026-03-03
451861015,Nissan Leaf,https://www.finn.no/mobility/item/451861015,Oslo,Oslo,,0,Oslo/Akershus,38000.0,2013,83000.0,24.0,109.0,150.0,8.266666666666667,14.0,0,0.0,Ukjent,2026-03-03
451807368,Nissan Leaf,https://www.finn.no/mobility/item/451807368,Sem ∙ Mobile Auto Vestfold AS,Sem,Mobile Auto Vestfold AS,1,Vestfold/Telemark,164500.0,2022,17350.0,39.0,150.0,285.0,8.3,2.0,0,1.0,Ukjent,2026-03-03
451774836,Nissan Leaf,https://www.finn.no/mobility/item/451774836,Sandefjord ∙ SENTRUM AUTO AS,Sandefjord,SENTRUM AUTO AS,1,Vestfold/Telemark,155000.0,2020,77100.0,39.0,149.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
451717766,Nissan Leaf,https://www.finn.no/mobility/item/451717766,Oslo,Oslo,,0,Oslo/Akershus,119532.0,2018,104580.0,40.0,150.0,270.0,8.033333333333333,3.0,0,0.0,Ukjent,2026-03-03
451633192,Nissan Leaf,https://www.finn.no/mobility/item/451633192,Oslo ∙ CARHOUSE AS,Oslo,CARHOUSE AS,1,Oslo/Akershus,89000.0,2018,145000.0,40.0,150.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
451615478,Nissan Leaf,https://www.finn.no/mobility/item/451615478,Oslo ∙ Stor-Oslo Outlet,Oslo,Stor-Oslo Outlet,1,Oslo/Akershus,219000.0,2024,37000.0,39.0,150.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
449332859,Nissan Leaf,https://www.finn.no/mobility/item/449332859,Tolvsrød,Tolvsrød,,0,Vestfold/Telemark,30442.0,2012,99613.0,40.0,109.0,270.0,15.966666666666669,3.0,0,0.0,Ukjent,2026-03-03
451605722,Nissan Leaf,https://www.finn.no/mobility/item/451605722,Oslo,Oslo,,0,Oslo/Akershus,239532.0,2022,39250.0,62.0,215.0,385.0,7.866666666666666,1.0,0,0.0,Ukjent,2026-03-03
451528522,Nissan Leaf,https://www.finn.no/mobility/item/451528522,Oslo,Oslo,,0,Oslo/Akershus,16942.0,2012,134000.0,40.0,109.0,270.0,1.1666666666666667,4.0,0,0.0,Ukjent,2026-03-03
451546128,Nissan Leaf,https://www.finn.no/mobility/item/451546128,Oslo,Oslo,,0,Oslo/Akershus,84532.0,2018,153500.0,40.0,150.0,270.0,7.0,3.0,0,0.0,Ukjent,2026-03-03
451505032,Nissan Leaf,https://www.finn.no/mobility/item/451505032,Larvik ∙ Mobile Larvik AS,Larvik,Mobile Larvik AS,1,Vestfold/Telemark,179000.0,2022,10000.0,39.0,150.0,285.0,10.0,2.0,0,1.0,Ukjent,2026-03-03
451376591,Nissan Leaf,https://www.finn.no/mobility/item/451376591,Oslo,Oslo,,0,Oslo/Akershus,19942.0,2013,110066.0,40.0,109.0,270.0,-0.5,3.0,0,0.0,Ukjent,2026-03-03
451333967,Nissan Leaf,https://www.finn.no/mobility/item/451333967,Larvik ∙ Mobile Larvik AS,Larvik,Mobile Larvik AS,1,Vestfold/Telemark,119000.0,2018,116945.0,40.0,150.0,270.0,17.866666666666667,2.0,0,1.0,Ukjent,2026-03-03
450878359,Nissan Leaf,https://www.finn.no/mobility/item/450878359,Oslo ∙ Oslo Varebil Spesialisten AS,Oslo,Oslo Varebil Spesialisten AS,1,Oslo/Akershus,139500.0,2022,58000.0,40.0,150.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
450818043,Nissan Leaf,https://www.finn.no/mobility/item/450818043,Oslo,Oslo,,0,Oslo/Akershus,124532.0,2019,140000.0,40.0,150.0,270.0,12.866666666666667,1.0,0,0.0,Ukjent,2026-03-03
450755482,Nissan Leaf,https://www.finn.no/mobility/item/450755482,Sem,Sem,,0,Vestfold/Telemark,134532.0,2020,153948.0,62.0,150.0,385.0,8.9,2.0,0,0.0,Ukjent,2026-03-03
450680179,Nissan Leaf,https://www.finn.no/mobility/item/450680179,Stokke ∙ Tintline Autocenter AS,Stokke,Tintline Autocenter AS,1,Vestfold/Telemark,149000.0,2021,95045.0,40.0,150.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
438586342,Nissan Leaf,https://www.finn.no/mobility/item/438586342,Melsomvik,Melsomvik,,0,Vestfold/Telemark,169434.0,2021,27500.0,40.0,150.0,270.0,21.666666666666668,1.0,0,1.0,Ukjent,2026-03-03
450448978,Nissan Leaf,https://www.finn.no/mobility/item/450448978,Larvik ∙ Mobile Larvik AS,Larvik,Mobile Larvik AS,1,Vestfold/Telemark,179000.0,2022,16000.0,39.0,150.0,285.0,10.0,2.0,0,1.0,Ukjent,2026-03-03
450427542,Nissan Leaf,https://www.finn.no/mobility/item/450427542,Tønsberg ∙ Møller Bil Tønsberg,Tønsberg,Møller Bil Tønsberg,1,Vestfold/Telemark,239000.0,2023,25765.0,59.0,218.0,395.0,13.733333333333333,2.0,0,1.0,Ukjent,2026-03-03
447924621,Nissan Leaf,https://www.finn.no/mobility/item/447924621,Oslo,Oslo,,0,Oslo/Akershus,30242.0,2013,113015.0,24.0,109.0,136.0,11.1,1.0,0,0.0,Ukjent,2026-03-03
446552805,Nissan Leaf,https://www.finn.no/mobility/item/446552805,Oslo,Oslo,,0,Oslo/Akershus,28942.0,2012,86000.0,40.0,109.0,270.0,17.833333333333332,8.0,0,0.0,Ukjent,2026-03-03
450411430,Nissan Leaf,https://www.finn.no/mobility/item/450411430,Oslo ∙ Mobile Skøyen AS,Oslo,Mobile Skøyen AS,1,Oslo/Akershus,269000.0,2024,20818.0,59.0,218.0,395.0,23.8,2.0,0,1.0,Ukjent,2026-03-03
450275517,Nissan Leaf,https://www.finn.no/mobility/item/450275517,Oslo ∙ Mobile Skøyen AS,Oslo,Mobile Skøyen AS,1,Oslo/Akershus,172900.0,2022,19889.0,39.0,150.0,285.0,9.233333333333333,2.0,0,1.0,Ukjent,2026-03-03
450141287,Nissan Leaf,https://www.finn.no/mobility/item/450141287,Tønsberg ∙ Car4Sale AS,Tønsberg,Car4Sale AS,1,Vestfold/Telemark,189900.0,2022,97500.0,62.0,218.0,385.0,12.0,1.0,0,1.0,Ukjent,2026-03-03
450069228,Nissan Leaf,https://www.finn.no/mobility/item/450069228,Oslo,Oslo,,0,Oslo/Akershus,184532.0,2022,22000.0,39.0,150.0,270.0,8.366666666666667,1.0,0,1.0,Ukjent,2026-03-03
444717268,Nissan Leaf,https://www.finn.no/mobility/item/444717268,Tønsberg,Tønsberg,,0,Vestfold/Telemark,134532.0,2021,158000.0,62.0,218.0,385.0,19.966666666666665,2.0,0,0.0,Ukjent,2026-03-03
375660307,Nissan Leaf,https://www.finn.no/mobility/item/375660307,Holmestrand,Holmestrand,,0,Vestfold/Telemark,90305.0,2018,162000.0,40.0,150.0,270.0,0.8,2.0,0,0.0,Ukjent,2026-03-03
449518725,Nissan Leaf,https://www.finn.no/mobility/item/449518725,Oslo ∙ Oslo Bilsenter AS,Oslo,Oslo Bilsenter AS,1,Oslo/Akershus,238000.0,2024,19000.0,40.0,150.0,278.0,12.0,1.0,0,1.0,Ukjent,2026-03-03
449344088,Nissan Leaf,https://www.finn.no/mobility/item/449344088,Oslo ∙ Mobile Skøyen AS,Oslo,Mobile Skøyen AS,1,Oslo/Akershus,218900.0,2024,20269.0,39.0,150.0,278.0,25.133333333333333,2.0,0,1.0,Ukjent,2026-03-03
444288427,Nissan Leaf,https://www.finn.no/mobility/item/444288427,Oslo,Oslo,,0,Oslo/Akershus,199900.0,2022,51000.0,62.0,215.0,385.0,3.466666666666667,2.0,0,1.0,Ukjent,2026-03-03
449156626,Nissan Leaf,https://www.finn.no/mobility/item/449156626,Oslo,Oslo,,0,Oslo/Akershus,39982.0,2015,137885.0,24.0,109.0,270.0,8.933333333333334,3.0,0,0.0,Ukjent,2026-03-03
448810598,Nissan Leaf,https://www.finn.no/mobility/item/448810598,Sandefjord,Sandefjord,,0,Vestfold/Telemark,145000.0,2018,42500.0,40.0,150.0,270.0,2.8,2.0,0,0.0,Ukjent,2026-03-03
448950023,Nissan Leaf,https://www.finn.no/mobility/item/448950023,Holmestrand,Holmestrand,,0,Vestfold/Telemark,169532.0,2020,53714.0,62.0,215.0,385.0,6.7,1.0,0,0.0,Ukjent,2026-03-03
448710392,Nissan Leaf,https://www.finn.no/mobility/item/448710392,Oslo,Oslo,,0,Oslo/Akershus,95000.0,2018,110000.0,40.0,150.0,270.0,3.933333333333333,2.0,0,0.0,Ukjent,2026-03-03
448810420,Nissan Leaf,https://www.finn.no/mobility/item/448810420,Oslo ∙ Mobile Skøyen AS,Oslo,Mobile Skøyen AS,1,Oslo/Akershus,198900.0,2022,33871.0,39.0,150.0,278.0,10.033333333333331,2.0,0,1.0,Ukjent,2026-03-03
435277285,Nissan Leaf,https://www.finn.no/mobility/item/435277285,Oslo,Oslo,,0,Oslo/Akershus,175000.0,2019,79274.0,62.0,215.0,385.0,17.133333333333333,2.0,0,0.0,Ukjent,2026-03-03
448370837,Nissan Leaf,https://www.finn.no/mobility/item/448370837,Holmestrand ∙ Toppen Bil AS,Holmestrand,Toppen Bil AS,1,Vestfold/Telemark,159000.0,2020,29000.0,40.0,150.0,270.0,12.0,1.0,0,1.0,Ukjent,2026-03-03
448261467,Nissan Leaf,https://www.finn.no/mobility/item/448261467,Oslo ∙ Pro Bilsalg AS,Oslo,Pro Bilsalg AS,1,Oslo/Akershus,128900.0,2018,77000.0,40.0,150.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
448213637,Nissan Leaf,https://www.finn.no/mobility/item/448213637,Oslo ∙ Mobile Skøyen AS,Oslo,Mobile Skøyen AS,1,Oslo/Akershus,228900.0,2024,17869.0,39.0,150.0,278.0,28.4,2.0,0,1.0,Ukjent,2026-03-03
